840	408.200000	337.800000	415.200000	349.100000
844	408.100000	337.500000	415.200000	348.500000
848	407.900000	334.500000	415.800000	347.200000
852	408.000000	334.600000	415.800000	347.000000
856	408.300000	334.500000	416.100000	346.500000
860	408.700000	334.500000	416.200000	346.200000
864	409.900000	334.400000	416.200000	345.700000
868	409.800000	333.200000	416.200000	345.400000
872	410.100000	333.300000	416.500000	344.900000
876	410.700000	333.200000	416.800000	344.600000
880	411.100000	333.200000	417.100000	344.700000
884	410.900000	333.300000	416.900000	344.300000
888	411.000000	334.400000	416.900000	344.400000
892	411.100000	334.900000	416.900000	344.400000
896	411.400000	334.900000	417.200000	344.400000
900	411.200000	334.900000	416.900000	344.500000
904	411.500000	335.500000	417.100000	344.700000
908	411.400000	336.200000	417.200000	345.100000
912	411.400000	336.300000	417.200000	347.000000
916	411.200000	336.200000	417.000000	346.900000
920	411.900000	336.600000	416.800000	347.100000
924	412.300000	337.100000	416.700000	347.200000
928	412.300000	337.200000	416.900000	347.400000
932	412.300000	337.200000	417.000000	347.400000
936	412.400000	337.400000	417.100000	347.400000
940	412.800000	337.300000	417.500000	347.400000
944	413.200000	337.200000	417.800000	346.600000
948	413.100000	337.300000	417.700000	346.700000
952	413.200000	336.900000	418.000000	345.900000
956	413.300000	336.700000	418.100000	345.400000
960	413.900000	336.600000	418.100000	343.700000
964	413.900000	336.700000	418.100000	343.600000
968	413.600000	336.800000	417.900000	343.900000
972	413.600000	336.900000	417.900000	344.300000
976	413.200000	336.800000	417.900000	345.100000
980	412.500000	337.000000	417.700000	345.100000
984	412.400000	337.000000	417.200000	345.200000
988	412.200000	337.100000	417.200000	345.200000
992	412.000000	337.100000	417.200000	345.200000
996	411.900000	337.200000	416.400000	345.200000
1000	411.700000	337.000000	416.300000	346.000000
1004	411.600000	337.000000	416.200000	346.000000
1008	411.400000	336.900000	416.200000	346.000000
1012	411.500000	336.800000	416.200000	346.000000
1016	411.200000	337.000000	416.000000	345.800000
1020	411.200000	337.000000	416.000000	345.700000
1024	411.400000	337.000000	416.500000	345.700000
1028	411.100000	337.100000	416.300000	345.500000
1032	411.000000	337.200000	416.800000	345.800000
1036	411.300000	337.300000	416.900000	346.300000
1040	412.000000	337.200000	416.900000	346.300000
1044	412.100000	337.000000	417.000000	346.100000
1048	412.200000	337.100000	417.100000	346.200000
1052	412.300000	337.500000	417.500000	346.300000
1056	412.600000	337.600000	417.500000	346.200000
1060	412.600000	337.600000	417.500000	346.200000
1064	412.700000	337.800000	417.500000	346.600000
1068	412.900000	337.700000	417.900000	347.300000
1072	412.900000	337.700000	417.900000	347.300000
1076	412.400000	337.900000	417.900000	347.300000
1080	412.700000	338.300000	418.000000	347.700000
1084	412.800000	338.900000	418.200000	348.300000
1088	412.800000	338.900000	418.600000	348.400000
1092	412.800000	338.900000	418.700000	348.100000
